sentID.BTEC	split	lang	sent
3419	corpus-6-train	MSA	أريد التسوق قبل أن نغادر . هل لك أن تعتني بحقيبة سفري لبرهة ؟
3421	corpus-6-train	MSA	يمكنك تحويلها في أي من البنوك بالمطار .
3423	corpus-6-train	MSA	أريد بعض مشابك الورق .
3424	corpus-6-train	MSA	كم السعر ؟
3425	corpus-6-train	MSA	لدينا نبيذ ورد ممتاز .
3426	corpus-6-train	MSA	حسناً .
3427	corpus-6-train	MSA	هل يمكنني التحدث مع السيد جونز ؟
3428	corpus-6-train	MSA	ماذا تخص هذه الفاتورة ؟
3431	corpus-6-dev	MSA	هل رأيت المباراة ؟ لقد فاز فريق اليانكي .
3435	corpus-6-train	MSA	أريد إجراء اتصال مدفوع من الطرف الآخر لليابان . أنا واتانابي جورو ، غرفة رقم واحد اثنان ثلاثة . أريد التحدث إلى السيد وتانابي ماكوتو على رقم ثمانية واحد أربعة خمسة ثلاث تسعات أربع واحدات .
3436	corpus-6-train	MSA	إليك فاتورتك .
3440	corpus-6-train	MSA	سأجرب هذا .
3444	corpus-6-train	MSA	كلاُ ، ليس لدي . لقد أتيت لتوي من اليابان .
3445	corpus-6-dev	MSA	كلاُ ، شكرا , . سأجدها بنفسي .
3446	corpus-6-test-corpus-26-train	MSA	أريد القيام بحجز للساعة الثالثة والنصف ظهراُ .
3448	corpus-6-train	MSA	هل هذه الحافلة تمر على طريق رقم خمسة .
3449	corpus-6-train	MSA	مرشدنا سيقابلنا في المطار .
3455	corpus-6-train	MSA	مكالمة من شخص لشخص , من فضلك .
3456	corpus-6-train	MSA	جميل , شكراُ .
3458	corpus-6-train	MSA	إنها تنزف .
3459	corpus-6-train	MSA	أنا عندي حساسية ضد المحار .
3462	corpus-6-dev	MSA	هل لك أن تخبرني ببرامج التلفاز اليوم ؟
3464	corpus-6-train	MSA	أي أيام الأسبوع هذا ؟
3465	corpus-6-train	MSA	هل هذا مظلل عيون ؟
3466	corpus-6-train	MSA	هذا صحيح . ستكون ممارسة جيدة .
3467	corpus-6-train	MSA	أنا متأكد إنني سأتعافى سريعاُ .
3468	corpus-6-train	MSA	أنا مدرس .
3469	corpus-6-train	MSA	أريد صندوق طلاء .
3472	corpus-6-train	MSA	ستة وثلاثون صورة من فضلك .
3473	corpus-6-dev	MSA	على أي القنوات يعرض الفيلم ؟
3474	corpus-6-train	MSA	طعام مكسيكي .
3476	corpus-6-train	MSA	ها قد وصلت الحافلة . من الأفضل أن تسرع .
3477	corpus-6-train	MSA	حسناُ . مفتاح التسوق الناجح هو الذهاب هناك مبكراُ قبل الزحمة .
3479	corpus-6-train	MSA	لنبرم اتفاقاُ .
3481	corpus-6-train	MSA	آه ، رائع . لدينا الكثير من الوقت إذاًً .
3483	corpus-6-dev	MSA	ما هو الكوكتيل الخصوصي لديكم ؟
3486	corpus-6-train	MSA	هل لديكم هذا بلون أخضر داكن ؟
3487	corpus-6-train	MSA	عشرون ألف ين , من فضلك .
3488	corpus-6-train	MSA	هل هذه هي بوابة الدخول لرحلة الخطوط الجوية الأمريكية رقم عشرين المتجهة إلى ميامي ؟
3489	corpus-6-test-corpus-26-train	MSA	خزينة الودائع , من فضلك .
3490	corpus-6-train	MSA	إنه قليل جداُ .
3491	corpus-6-train	MSA	هل يمكنني تحويل هذه العملة إلى عملة بلد آخر فيما بعد ؟
3496	corpus-6-train	MSA	أعطني كل نقودك .
3499	corpus-6-train	MSA	مكتبي هنا في الأعلى . أقدم لك سكرتيرتي آن باتلر . آن ، أقدم لك السيد أوزو من أوساكا .
3500	corpus-6-train	MSA	أريد حجز مقعد على الدرجة الاقتصادية على الطائرة المتجهة إلى شيكاجو يوم الأربعاء .
3502	corpus-6-test-corpus-26-train	MSA	من فضلك أحضر نبيذاً مناسباُ .
3504	corpus-6-train	MSA	أريد حجز غرفة للثلاث ليالي القادمة .
3506	corpus-6-train	MSA	هل لك أن تفتح لي الباب ؟ أم هل لي أن أستعير المفتاح الأصلي ؟
3507	corpus-6-train	MSA	واحدة من هذه العلبة الحمراء من فضلك .
3508	corpus-6-train	MSA	تعتبر مايهاما المحطة الصواب للذهاب لديزني لاند .
3510	corpus-6-train	MSA	ثمنها مرتفع قليلاُ .
3512	corpus-6-test-corpus-26-test	MSA	أريد مكان ما صغير .
3519	corpus-6-train	MSA	متى ستصل الحافلة عند فندق هيلتون ؟
3522	corpus-6-test-corpus-26-train	MSA	هل مطلوب منى دفع ثمن الغاز ؟
3523	corpus-6-train	MSA	هذا طبق محبب في مطعمنا .
3524	corpus-6-train	MSA	من فضلك ادفع رسم إلغاء الحجز في الفندق .
3525	corpus-6-train	MSA	جميل . سأنتهي من العمل الساعة السادسة . ماذا عن السابعة إذاً ؟
3526	corpus-6-train	MSA	حسناً . قيمة الرصيد في حسابك ستمائة وثلاثون دولاراً .
3528	corpus-6-train	MSA	تقع أكبر المتاجر متعددة الأقسام هناك .
3529	corpus-6-train	MSA	أيمكنني أخذ أمتعتي في نهاية الرحلة ؟
3530	corpus-6-train	MSA	من فضلك تحقق منها بسرعة .
3531	corpus-6-train	MSA	هل عندك هدية جميلة لزوجي ؟
3532	corpus-6-train	MSA	أيقظني عند الوجبات .
3538	corpus-6-train	MSA	هل لك أن تخبرني عن طريقة استخدام ساعة الحائط ؟
3541	corpus-6-train	MSA	للدراسة .
3542	corpus-6-train	MSA	بالتأكيد ، ها هي عجينة الخردل .
3543	corpus-6-train	MSA	المقبس لا يعمل .
3544	corpus-6-train	MSA	هل ترى لافتة طيران الولايات المتحدة رقم سبعة صفر سبعة ؟ أنت بحاجة للذهاب هناك .
3548	corpus-6-train	MSA	معي ستة عشر دولاراً ثمن نوع ممتاز خالي من الرصاص .
3549	corpus-6-train	MSA	مصاب بألم في المعدة . هل لي أن أحصل على بعض الأدوية ؟
3550	corpus-6-train	MSA	أبحث عن دباسة .
3551	corpus-6-dev	MSA	كان هذا محببا خلال الأربعينات وحتى الستينات .
3554	corpus-6-train	MSA	أريد أن أعرف مقاس رقبتي .
3556	corpus-6-train	MSA	هل تريد مزيداً من القهوة ؟
3557	corpus-6-test-corpus-26-train	MSA	لص . أمسكوا به .
3560	corpus-6-train	MSA	مفتاح التحويل مكسور .
3562	corpus-6-test-corpus-26-test	MSA	نحن في انتظار حضور أصدقائنا .
3569	corpus-6-train	MSA	هل يمكنني الاتصال بك ؟ هل لك أن تعطيني رقم هاتفك ؟
3572	corpus-6-test-corpus-26-train	MSA	من فضلك أعطني بعض النقود الفكة .
3573	corpus-6-train	MSA	هذه مكون من أربعين في المائة قطن وستين في المائة نايلون .
3575	corpus-6-train	MSA	سأراهن بها على الأرقام الزوجية الحمراء .
3576	corpus-6-train	MSA	نوادي التأجير تتقاضى ثمانين دولاراُ على المجموعة الكاملة ودولارين لتأجير الحذاء .
3578	corpus-6-train	MSA	ثلاثة أيام ابتداء من السابع من يونيو .
3579	corpus-6-train	MSA	هل يوجد شقق إيجار للسائحين ؟
3580	corpus-6-train	MSA	هل يعرف أنني هنا ؟
3581	corpus-6-train	MSA	غداً ؟ لن أقوم بأي شيء طوال فترة بعد الظهر . لكن ما السبب ؟
3586	corpus-6-train	MSA	أريد إجراء اتصال مدفوع من الطرف الآخر للسيد هاشيموتو .
3587	corpus-6-train	MSA	هل يوجد مباراة كرة قدم نهاية هذا الأسبوع ؟
3588	corpus-6-train	MSA	هذا يبدو جيداُ . سآخذ هذه من فضلك .
3589	corpus-6-train	MSA	هل لك أن تريني فاتورتي من فضلك ؟ على أي شيء هذه الرسوم ؟
3591	corpus-6-train	MSA	إنهم في الجانب الآخر من قسم المجلة .
3592	corpus-6-train	MSA	ما اختيارات اليوم ؟
3593	corpus-6-train	MSA	أين يمكنني التقدم للحصول على إصدار جديد ؟
3596	corpus-6-train	MSA	إنها لفترة قصيرة للنوم . ثمنه مرتفع قليلا .
3597	corpus-6-train	MSA	تابيو أوزورا .
3599	corpus-6-train	MSA	سأريك في المكان حولنا .
3600	corpus-6-train	MSA	نريد منضدة في القسم المسموح فيه بالتدخين .
3602	corpus-6-train	MSA	أريد مستحضر ضد قشرة الشعر .
3603	corpus-6-train	MSA	هل لك أن تساعدني في ملأ هذه الاستمارة ؟
3606	corpus-6-train	MSA	هل يوجد أي خصم للسائحين ؟
3607	corpus-6-train	MSA	أريد سوستة .
3609	corpus-6-train	MSA	بعد مستحضر غسل الشعر ، أريد طلاء الأظافر .
3610	corpus-6-train	MSA	ليس باهظاُ جداُ . حسناُ . حسنا سنقيم في فندق جميل اسمه البيفرلي . إنه يقع في إيست سايد .
3613	corpus-6-train	MSA	سأنتقل إلى رحلة أخرى في باريس .
3614	corpus-6-train	MSA	لا تقول لا أبداُ .
3615	corpus-6-train	MSA	هل تعرفه منذ وقت طويل ؟
3616	corpus-6-train	MSA	في متجر التذكارات بجوار المدخل .
3617	corpus-6-train	MSA	كلاُ ، هذا تامورا .
3619	corpus-6-test-corpus-26-test	MSA	تموج شعر دائم مشدود من فضلك .
3620	corpus-6-train	MSA	عندي موعد الساعة السابعة .
3621	corpus-6-train	MSA	ما اللاذع ؟
3622	corpus-6-train	MSA	من فضلك اكوي هؤلاء .
3623	corpus-6-train	MSA	أريد حجز عربة نوم على متن الطائرة المتجهة إلى مدريد هذه الليلة .
3627	corpus-6-train	MSA	أكيد . فقط سر في هذا الشارع مسافة ناصيتين ، وسترى نيشنز بانك على الجانب الأيمن .
3628	corpus-6-test-corpus-26-train	MSA	إنها صغيرة الجسم وذكية .
3629	corpus-6-train	MSA	شكراً ، لكنني أريد أن أمعن التفكير فيها .
3632	corpus-6-train	MSA	متى تصل ؟
3634	corpus-6-train	MSA	كم سعر الرطل من هذا ؟
3637	corpus-6-train	MSA	ماذا سيحدث إذا وافقت ؟
3638	corpus-6-test-corpus-26-test	MSA	ما عرض الأوبرا اليوم ؟
3640	corpus-6-test-corpus-26-train	MSA	مقلي من فضلك .
3641	corpus-6-train	MSA	هل تتمنى أن أعقد أي صفقة أخرى ؟
3644	corpus-6-test-corpus-26-train	MSA	غسيلي لم يرجع حتى الآن .
3645	corpus-6-train	MSA	 السيدة ذات الرداء الأحمر  عبارة عن شمبانيا مكونة أساساً من كوكتيل فراولة وهو منعش جداً .
3647	corpus-6-train	MSA	هذا مفيد . شكراً . آنا آسف ، اسمك من فضلك .
3648	corpus-6-train	MSA	هل كان يوجد أي صفة مميزة أو علامة عليه ؟
3649	corpus-6-test-corpus-26-train	MSA	على فكرة , هل أنت غير مشغول السبت القادم ؟
3652	corpus-6-train	MSA	توجد حافلة أخرى في الثانية عشر والنصف .
3654	corpus-6-train	MSA	هل يمكنني إلقاء نظرة على السترة في فاترينة العرض ؟
3657	corpus-6-train	MSA	كأسان من شراب الداكيري من فضلك .
3659	corpus-6-train	MSA	هل يوجد أي مطعم يتم التحدث فيه باللغة اليابانية ؟
3661	corpus-6-train	MSA	هل يمكنك الاتصال بزميلي بالبيجر ؟ لقد ضل طريقه منى في الزحمة .
3665	corpus-6-train	MSA	سأعطيك حقنة .
3667	corpus-6-test-corpus-26-train	MSA	حسناً ، إذن , ربما سننسجم مع بعضنا .
3669	corpus-6-test-corpus-26-train	MSA	إنها عاملتني كما لو كنت متسولاُ .
3670	corpus-6-train	MSA	رفيقي أصيب بألم حاد في المعدة .
3673	corpus-6-train	MSA	أريد كريم للبشرة الدهنية .
3675	corpus-6-train	MSA	هل لك أن ترشح جولة لمشاهدة المعالم ؟
3680	corpus-6-train	MSA	ثلاثون دقيقة تقريباُ . من فضلك انتظر في قاعة العبور .
3681	corpus-6-train	MSA	هل يمكنني إجراء اتصال مدفوع من الطرف الآخر لليابان ؟
3683	corpus-6-test-corpus-26-train	MSA	أفهم . هل يمكنك مساعدتي في هذا المشكلة الأخرى أيضاُ ؟
3684	corpus-6-train	MSA	هل يمكنني أطلب بيتزا تسلم في غرفتي ؟
3685	corpus-6-test-corpus-26-train	MSA	هل يمكنك وضع عدسات نظر في هذا النظارة الشمسية ؟
3686	corpus-6-train	MSA	أظن أننا نستطيع توفير مائدة في غضون ثلاثين دقيقة .
3689	corpus-6-train	MSA	أين أقرب محل حلاقة ؟
3690	corpus-6-train	MSA	كم سعر الطاقم ؟
3691	corpus-6-train	MSA	أنا قادم من ألمانيا .
3692	corpus-6-train	MSA	من فضلك حول هذه إلى دولارات .
3693	corpus-6-dev	MSA	هل عندكم ثمر البرسمون ؟
3696	corpus-6-train	MSA	توجد رائحة جميلة قادمة من محل الطعام .
3698	corpus-6-test-corpus-26-dev	MSA	سآخذ اثنين من هذه .
3700	corpus-6-train	MSA	هل أريتني كيف أجري اتصالاُ تليفونياً ؟
3701	corpus-6-train	MSA	أراهن أنه يوجد أناس متعاطين للمخدرات هنا .
3702	corpus-6-train	MSA	هل تفهم ما أقول ؟
3703	corpus-6-dev	MSA	هل لي أن أسأل عن وقت المغادرة من هنا ؟
3704	corpus-6-train	MSA	إنه بالخارج .
3705	corpus-6-test-corpus-26-train	MSA	يا لها من كلاب ذكية . من أي فصيلة ؟
3706	corpus-6-train	MSA	والدي يصاب بالفزع على متن الطائرات .
3708	corpus-6-train	MSA	أنا هنا مع صديقي . هل يمكننا الجلوس معك ؟
3709	corpus-6-train	MSA	الطعام رائع والناس جادون في العمل ، لكن التلفاز صبياني .
3710	corpus-6-dev	MSA	أفهم . دعني أراجع الدفتر . عندي افتتاح يوم الجمعة . هل تفضل الصباح أم بعد الظهيرة ؟
3711	corpus-6-train	MSA	شكراً . من فضلك ادفع عند المحصل هناك . شكراً مرة أخرى .
3712	corpus-6-train	MSA	متى أعود ؟
3714	corpus-6-train	MSA	أين غرفة الموظفين الإداريين ؟
3715	corpus-6-train	MSA	الساعة التاسعة .
3716	corpus-6-dev	MSA	أنا آسف . ليس معي ما يكفي الآن .
3718	corpus-6-dev	MSA	حسناُ . لنفعلها . هل أنت مستعد .
3719	corpus-6-dev	MSA	هل هذا كوارتز ؟
3721	corpus-6-test-corpus-26-train	MSA	وقعت منى الشوكة . من فضلك أحضر واحدة أخرى .
3722	corpus-6-dev	MSA	آه . أريد معجون أسنان أيضاً .
